ensembl_gene_id	go_id
ZK1320.6	GO:0051287
ZK1320.6	GO:0004449
C07D10.2	GO:0005515
C07D10.2	GO:0006412
C07D10.2	GO:0005622
C07D10.2	GO:0005840
C07D10.2	GO:0016021
C07D10.2	GO:0003735
C07D10.2	GO:0040007
C07D10.2	GO:0002119
C07D10.2	GO:0009792
C07D10.2	GO:0000003
C07D10.2	GO:0008168
F11G11.1	GO:0008150
F11G11.1	GO:0006508
F11G11.1	GO:0008340
F11G11.1	GO:0005575
F11G11.1	GO:0016021
F11G11.1	GO:0008234
F11G11.1	GO:0004181
F11G11.1	GO:0008270
F11G11.1	GO:0005515
T24B8.5	GO:0046854
T24B8.5	GO:0048015
T24B8.5	GO:0000003
T24B8.5	GO:0008219
T24B8.5	GO:0016773
F40F8.5	GO:0000003
F40F8.5	GO:0016021
F40F8.5	GO:0006508
F40F8.5	GO:0040027
F40F8.5	GO:0004252
F40F8.5	
F40F8.5	GO:0055085
F40F8.5	GO:0022857
F40F8.5	GO:0055114
F40F8.5	GO:0031227
F40F8.5	GO:0004499
F40F8.5	GO:0050660
F40F8.5	GO:0050661
F40F8.5	GO:0016491
F40F8.5	GO:0005576
F40F8.5	GO:0005179
F40F8.5	GO:0006468
F40F8.5	GO:0007169
F40F8.5	GO:0008340
F40F8.5	GO:0043053
F40F8.5	GO:0040011
F40F8.5	GO:0019915
F40F8.5	GO:0009408
F40F8.5	GO:0040024
F40F8.5	GO:0042992
F40F8.5	GO:0043054
F40F8.5	GO:0046777
F40F8.5	GO:0008286
F40F8.5	GO:0040034
F40F8.5	GO:1901031
F40F8.5	GO:0040018
F40F8.5	GO:0016020
F40F8.5	GO:0005524
F40F8.5	GO:0004672
F40F8.5	GO:0004714
F40F8.5	GO:0004713
F40F8.5	GO:0005009
F40F8.5	GO:0017046
F40F8.5	GO:0042169
F40F8.5	GO:0019901
F40F8.5	GO:0009792
C41C4.6	GO:0009792
C41C4.6	GO:0002009
C41C4.6	GO:0040035
C41C4.6	GO:0016246
C41C4.6	GO:0000070
C41C4.6	GO:0006508
C41C4.6	GO:0008234
F08G2.7	GO:0016021
T02G5.4	GO:0008152
T02G5.4	GO:0003723
T02G5.4	GO:0003824
T02G5.4	GO:0016747
F10G7.4	GO:0016021
F10G7.4	GO:0000228
F10G7.4	GO:0005515
T25D3.2	
Y54G11A.1	GO:0009792
Y54G11A.1	GO:0040035
Y54G11A.1	GO:0000003
Y54G11A.1	GO:0000776
Y54G11A.1	GO:0008017
F44F4.13	GO:0008355
F44F4.13	GO:0050907
F44F4.13	GO:0019915
F44F4.13	GO:0007606
F44F4.13	GO:0016021
F44F4.13	GO:0004888
F44F4.13	GO:0008270
C29H12.3	GO:0038032
C29H12.3	GO:0043547
C29H12.3	GO:0008406
C29H12.3	GO:0005737
C29H12.3	GO:0005886
C29H12.3	GO:0005634
C29H12.3	GO:0005096
C29H12.3	GO:0003779
ZK673.2	GO:0006974
ZK673.2	GO:0006139
ZK673.2	GO:0005634
ZK673.2	GO:0005524
ZK673.2	GO:0019205
ZK673.2	GO:0004017
ZK673.2	GO:0000003
ZK673.2	GO:0006898
ZK673.2	GO:0016021
T05C12.6	GO:0023051
T05C12.6	GO:0060070
T05C12.6	GO:0006470
T05C12.6	GO:0016311
T05C12.6	GO:0035556
T05C12.6	GO:0007275
T05C12.6	GO:0005622
T05C12.6	GO:0004725
T05C12.6	GO:0008138
T05C12.6	GO:0016791
T05C12.6	GO:0004871
T05C12.6	GO:0005515
T05C12.6	GO:0006825
T05C12.6	GO:0005758
T05C12.6	GO:0005507
T05C12.6	GO:0016531
T05C12.6	GO:0005576
T05C12.6	GO:0004089
T05C12.6	GO:0008270
T05C12.6	GO:0006355
T05C12.6	GO:0042694
T05C12.6	GO:0009791
T05C12.6	GO:0005634
T05C12.6	GO:0003700
F44F4.6	GO:0009792
F44F4.6	GO:0016020
F44F4.6	GO:0003677
F44F4.6	GO:0005524
F44F4.6	GO:0003676
F44F4.6	GO:0004386
F44F4.6	GO:0016787
F44F4.6	GO:0008375
W02B12.16	GO:0008270
W01D2.2	GO:0006470
W01D2.2	GO:0016311
W01D2.2	GO:0006355
W01D2.2	GO:0043401
W01D2.2	GO:0005634
W01D2.2	GO:0004725
W01D2.2	GO:0016791
W01D2.2	GO:0003700
W01D2.2	GO:0003707
W01D2.2	GO:0008270
W01D2.2	GO:0043565
W01D2.2	GO:0009792
W01D2.2	GO:0008138
W01D2.2	GO:0005975
W01D2.2	GO:0000003
W01D2.2	GO:0002009
W01D2.2	GO:0008340
W01D2.2	GO:0040007
W01D2.2	GO:0002119
W01D2.2	GO:0040011
W01D2.2	GO:0018996
W01D2.2	GO:0006898
W01D2.2	GO:0010467
W01D2.2	GO:0040001
W01D2.2	GO:0030953
W01D2.2	GO:0010468
W01D2.2	GO:0000956
W01D2.2	GO:0017148
W01D2.2	GO:0004553
F55C12.2	GO:0009792
C06A1.3	GO:0030246
C06A1.3	GO:0016787
F10G7.1	GO:0042255
F10G7.1	GO:0042254
F10G7.1	GO:0005730
F10G7.1	GO:0016021
F10G7.1	GO:0005634
F10G7.1	GO:0006412
F10G7.1	GO:0009792
F10G7.1	GO:0005622
F10G7.1	GO:0005840
F10G7.1	GO:0003735
Y51H7C.8	GO:0006355
Y51H7C.8	GO:0005634
Y51H7C.8	GO:0003700
C27D6.6	GO:0007018
C27D6.6	GO:0009792
C27D6.6	GO:0040007
C27D6.6	GO:0002119
C27D6.6	GO:0007052
C27D6.6	GO:0006898
C27D6.6	GO:0000003
C27D6.6	GO:0040035
C27D6.6	GO:0007067
C27D6.6	GO:0007606
C27D6.6	GO:0005875
C27D6.6	GO:0005819
C27D6.6	GO:0005694
C27D6.6	GO:0005654
C27D6.6	GO:0000794
C27D6.6	GO:0016021
C27D6.6	GO:0003777
C27D6.6	GO:0005524
C27D6.6	GO:0004888
T05H10.3	GO:0015937
T05H10.3	GO:0016021
T05H10.3	GO:0004140
T05H10.3	GO:0005524
F18A1.2	GO:0019915
F18A1.2	GO:0010171
F18A1.2	GO:0040018
F18A1.2	GO:0016021
F18A1.2	GO:0005622
F18A1.2	GO:0043565
F18A1.2	GO:0003677
F18A1.2	GO:0008340
F18A1.2	GO:0048675
F18A1.2	GO:0048846
F18A1.2	GO:0043025
C50D2.9	GO:0008152
C50D2.9	GO:0016021
M106.5	GO:0008340
M106.5	GO:0030036
M106.5	GO:0016021
M106.5	GO:0005737
M106.5	GO:0008290
M106.5	GO:0071203
M106.5	GO:0003779
M106.5	GO:0071805
M106.5	GO:0006811
M106.5	GO:0055085
M106.5	GO:0016020
M106.5	GO:0005267
M106.5	GO:0005216
ZK892.1	GO:0005737
ZK892.1	GO:0033925
ZK892.1	GO:0030246
ZK892.1	GO:0055085
ZK892.1	GO:0008340
ZK892.1	GO:0016021
ZK892.1	GO:0007017
ZK892.1	GO:0007018
ZK892.1	GO:0051258
ZK892.1	GO:0006184
ZK892.1	GO:0019915
ZK892.1	GO:0005874
ZK892.1	GO:0043234
ZK892.1	GO:0005525
ZK892.1	GO:0005198
ZK892.1	GO:0003924
ZK892.1	GO:0006511
ZK892.1	GO:0009792
ZK892.1	GO:0051759
ZK892.1	GO:0007138
ZK892.1	GO:0042078
ZK892.1	GO:0008054
ZK892.1	GO:0051232
ZK892.1	GO:0008595
ZK892.1	GO:0008105
ZK892.1	GO:0031461
ZK892.1	GO:0005634
ZK892.1	GO:0031625
ZK892.1	GO:0005515
ZK892.1	
R166.1	GO:0005975
R166.1	GO:0040007
R166.1	GO:0002119
R166.1	GO:0009792
R166.1	GO:0040010
R166.1	GO:0045892
R166.1	GO:0005634
R166.1	GO:0005515
R166.1	GO:0016868
R166.1	GO:0000287
C46E10.7	GO:0040010
C46E10.7	GO:0002119
C46E10.7	GO:0040007
C46E10.7	GO:0006898
E02H1.7	GO:0006355
E02H1.7	GO:0043401
E02H1.7	GO:0005634
E02H1.7	GO:0005515
E02H1.7	GO:0003700
E02H1.7	GO:0003707
E02H1.7	GO:0008270
E02H1.7	GO:0043565
F28A10.2	
C17A2.7	GO:0009792
C17A2.7	GO:0040007
C17A2.7	GO:0002119
C17A2.7	GO:0000003
C17A2.7	GO:0006898
F22E5.13	GO:0006355
F22E5.13	GO:0043401
F22E5.13	GO:0005634
F22E5.13	GO:0003700
F22E5.13	GO:0003707
F22E5.13	
ZK1248.5	GO:0040007
ZK1248.5	GO:0002119
ZK1248.5	GO:0016021
D2013.10	GO:0009792
D2013.10	GO:0044183
F49C5.7	GO:0005524
F49C5.7	GO:0016887
F49C5.7	GO:0000166
F49C5.7	GO:0017111
K07E1.1	GO:0006338
K07E1.1	GO:0009792
K07E1.1	GO:0018991
K07E1.1	GO:0040017
K07E1.1	GO:0002119
K07E1.1	GO:0000003
K07E1.1	GO:0040035
K07E1.1	GO:0006898
K07E1.1	GO:0006915
K07E1.1	GO:0055114
K07E1.1	GO:0000228
K07E1.1	GO:0016585
K07E1.1	GO:0010309
Y53C12C.1	GO:0006355
Y53C12C.1	GO:0005634
Y53C12C.1	GO:0003700
Y53C12C.1	GO:0043565
Y53C12C.1	GO:0003677
B0432.10	GO:0009792
B0432.10	GO:0040007
B0432.10	GO:0002119
B0432.10	GO:0016021
B0432.10	GO:0005783
B0432.10	GO:0006470
B0432.10	GO:0042006
B0432.10	GO:0004722
B0432.10	GO:0003824
B0432.10	GO:0005515
B0432.10	GO:0004721
Y53F4B.19	GO:0016021
Y53F4B.19	GO:0005198
T06D4.1	GO:0016021
T06D4.1	
T06D4.1	GO:0055114
T06D4.1	GO:0009792
T06D4.1	GO:0040010
T06D4.1	GO:0040011
T06D4.1	GO:0040007
T06D4.1	GO:0002119
T06D4.1	GO:0048477
T06D4.1	GO:0000003
T06D4.1	GO:0030703
T06D4.1	GO:0008610
T06D4.1	GO:0005506
T06D4.1	GO:0010181
T06D4.1	GO:0016491
T06D4.1	GO:0000042
C01F1.3	GO:0006418
C01F1.3	GO:0006436
C01F1.3	GO:0040010
C01F1.3	GO:0009792
C01F1.3	GO:0044237
C01F1.3	GO:0005737
C01F1.3	GO:0016021
C01F1.3	GO:0000166
C01F1.3	GO:0004812
C01F1.3	GO:0005524
C01F1.3	GO:0008270
C01F1.3	GO:0004830
C01F1.3	GO:0003824
C01F1.3	GO:0050662
C01F1.3	GO:0030704
F22B5.2	GO:0035177
F22B5.2	GO:0060271
F22B5.2	GO:0008340
F22B5.2	GO:0005932
F22B5.2	GO:0035869
F22B5.2	GO:0003676
B0304.9	GO:0055114
B0304.9	GO:0040018
B0304.9	GO:0040011
B0304.9	GO:0010171
B0304.9	GO:0009790
B0304.9	GO:0040002
B0304.9	GO:0010172
B0304.9	GO:0043412
B0304.9	GO:0007606
B0304.9	GO:0005783
B0304.9	GO:0005623
B0304.9	GO:0016021
B0304.9	GO:0016491
B0304.9	GO:0016706
B0304.9	GO:0005506
B0304.9	GO:0016705
B0304.9	GO:0031418
B0304.9	GO:0004656
B0304.9	GO:0016702
B0304.9	GO:0031545
B0304.9	GO:0004888
K05F6.9	GO:0008152
K05F6.9	GO:0016787
K05F6.9	GO:0005515
R09D1.1	GO:0009792
R09D1.1	GO:0000003
R09D1.1	GO:0002119
R09D1.1	GO:0040007
R09D1.1	GO:0006915
R09D1.1	GO:0005975
R09D1.1	GO:0006032
R09D1.1	GO:0004553
R09D1.1	GO:0004568
F22E5.17	
C30B5.4	GO:0001682
C30B5.4	GO:0006396
C30B5.4	GO:0006355
C30B5.4	GO:0040010
C30B5.4	GO:0010171
C30B5.4	GO:0009792
C30B5.4	GO:0040007
C30B5.4	GO:0002119
C30B5.4	GO:0006898
C30B5.4	GO:0005622
C30B5.4	GO:0004526
C30B5.4	GO:0003700
C30B5.4	GO:0043565
C30B5.4	GO:0003676
ZK1307.1	GO:0005737
ZK1307.1	GO:0016813
F54D5.3	
F54D5.3	GO:0006030
F54D5.3	GO:0009792
F54D5.3	GO:0032465
F54D5.3	GO:0030703
F54D5.3	GO:0005576
F54D5.3	GO:0008061
D2085.4	GO:0042787
D2085.4	GO:0032312
D2085.4	GO:0007264
D2085.4	GO:0015031
D2085.4	GO:0006184
D2085.4	GO:0007165
D2085.4	GO:0009792
D2085.4	GO:0048259
D2085.4	GO:0055059
D2085.4	GO:0060582
D2085.4	GO:0032857
D2085.4	GO:0006464
D2085.4	GO:0005634
D2085.4	GO:0005737
D2085.4	GO:0005622
D2085.4	GO:0016020
D2085.4	GO:0004842
D2085.4	GO:0008060
D2085.4	GO:0008270
D2085.4	GO:0005525
D2085.4	GO:0005543
D2085.4	GO:0003924
D2085.4	GO:0005515
C08E3.1	
F19B10.10	GO:0009792
F19B10.10	GO:0043652
F19B10.10	GO:0005509
F19B10.10	GO:0005544
F19B10.10	GO:0001786
F19B10.10	GO:0005545
F19B10.10	GO:0008429
F19B10.10	GO:0043395
F19B10.10	GO:0008201
F19B10.10	GO:0016021
C32B5.14	
F16G10.10	GO:0000003
F16G10.10	GO:0003676
F16G10.10	GO:0005524
F16G10.10	GO:0008026
F16G10.10	GO:0004386
Y27F2A.5	GO:0006464
Y27F2A.5	GO:0004835
C04A2.3	GO:0009792
C04A2.3	GO:0006355
C04A2.3	GO:0005524
C04A2.3	GO:0003700
C04A2.3	GO:0008270
C04A2.3	GO:0043565
C04A2.3	GO:0003682
C04A2.3	GO:0003677
C04A2.3	GO:0016021
C04A2.3	
C04A2.3	GO:0007163
C04A2.3	GO:0030334
C04A2.3	GO:0045454
C04A2.3	GO:0005634
C04A2.3	GO:0003674
F09E5.15	GO:0007606
F09E5.15	GO:0055114
F09E5.15	GO:0016021
F09E5.15	GO:0004888
F09E5.15	GO:0016209
F09E5.15	GO:0016491
F09E5.15	GO:0051920
F09E5.15	GO:0006450
F52C6.2	GO:0040010
F52C6.2	GO:0005515
F44G4.5	GO:0006810
F44G4.5	GO:0005622
F44G4.5	GO:0016021
F44G4.5	GO:0005215
C18D1.1	GO:0005622
C18D1.1	GO:0008270
C18D1.1	GO:0016021
Y39G8C.3	GO:0005975
Y39G8C.3	GO:0016021
Y39G8C.3	GO:0016757
K01A2.1	GO:0007010
K01A2.1	GO:0016021
K01A2.1	GO:0016012
K01A2.1	GO:0042302
F14E5.5	GO:0016787
F49E12.4	GO:0016881
ZK1127.9	GO:0006281
ZK1127.9	GO:0006284
ZK1127.9	GO:0045008
ZK1127.9	GO:0070301
ZK1127.9	GO:0005634
ZK1127.9	GO:0003677
ZK1127.9	GO:0004519
ZK1127.9	GO:0000703
ZK1127.9	GO:0034042
ZK1127.9	GO:0034043
ZK1127.9	GO:0005515
ZK1127.9	GO:0008152
ZK1127.9	GO:0006952
ZK1127.9	GO:0004364
ZK1127.9	GO:0016021
ZK1127.9	GO:0055085
ZK1127.9	GO:0006810
ZK1127.9	GO:0016020
ZK1127.9	GO:0022857
ZK1127.9	GO:0005215
ZK1127.9	GO:0032312
ZK1127.9	GO:0040007
ZK1127.9	GO:0002119
ZK1127.9	GO:0040010
ZK1127.9	GO:0008060
ZK1127.9	GO:0008270
ZK1127.9	GO:0006614
ZK1127.9	GO:0005525
M01D1.2	GO:0005515
M01D1.2	GO:0016021
M01D1.2	GO:0004842
M01D1.2	GO:0008270
C08F1.10	
Y54G9A.7	GO:0040010
Y54G9A.7	GO:0008340
Y54G9A.7	GO:0002009
F19H8.3	GO:0002119
F19H8.3	GO:0040011
F19H8.3	GO:0000003
F19H8.3	GO:0007264
F19H8.3	GO:0015031
F19H8.3	GO:0006886
F19H8.3	GO:0016021
F19H8.3	GO:0005622
F19H8.3	GO:0005515
F19H8.3	GO:0005525
Y39G8B.2	GO:0055114
Y39G8B.2	GO:0008270
Y39G8B.2	GO:0016491
F45D11.10	GO:0008340
F59E12.2	GO:0040010
F59E12.2	GO:0040011
F59E12.2	GO:0002119
F59E12.2	GO:0040007
F59E12.2	GO:0006898
F59E12.2	GO:0006468
F59E12.2	GO:0008270
F59E12.2	GO:0004672
F59E12.2	GO:0005524
F59E12.2	GO:0004713
F59E12.2	GO:0016772
F59E12.2	GO:0006303
F59E12.2	GO:0006950
F59E12.2	GO:0008340
F59E12.2	GO:0005634
F59E12.2	GO:0005958
F59E12.2	GO:0003677
F59E12.2	GO:0004003
F22D3.2	GO:0009792
F22D3.2	GO:0006120
F22D3.2	GO:0040010
F22D3.2	GO:0040007
F22D3.2	GO:0002119
F22D3.2	GO:0006898
F22D3.2	GO:0008340
F22D3.2	GO:0005743
F22D3.2	GO:0016021
F22D3.2	GO:0008137
F22D3.2	GO:0008270
F22D3.2	
C01G12.13	GO:0006629
C01G12.13	GO:0004806
ZK673.9	GO:0055114
ZK673.9	GO:0016021
ZK673.9	GO:0005506
ZK673.9	GO:0009055
ZK673.9	GO:0016705
ZK673.9	GO:0020037
ZK673.9	GO:0004497
ZK673.9	GO:0030246
ZK673.9	GO:0005515
C34C6.9	GO:0010171
C34C6.9	GO:0008289
F57C2.5	GO:0009058
F57C2.5	GO:0016844
F57C2.5	GO:0016021
F58G1.4	GO:0010171
F58G1.4	GO:0040011
F58G1.4	GO:0009792
F58G1.4	GO:0006997
F58G1.4	GO:0000003
F58G1.4	GO:0040035
F58G1.4	GO:0007059
F58G1.4	GO:0051276
F58G1.4	GO:0010165
F58G1.4	GO:0005635
F58G1.4	GO:0005654
F58G1.4	GO:0005737
F58G1.4	GO:0000793
F58G1.4	GO:0000779
F58G1.4	GO:0003677
F58G1.4	GO:0003690
F58G1.4	GO:0042802
F49C5.3	
F45E12.3	GO:0006511
F45E12.3	GO:0031461
F45E12.3	GO:0016772
F45E12.3	GO:0031625
C17C3.1	GO:0016021
C17C3.1	GO:0009792
C17C3.1	GO:0040007
C17C3.1	GO:0002119
C17C3.1	GO:0009790
C17C3.1	GO:0001703
C17C3.1	GO:0006898
C17C3.1	GO:0040011
C17C3.1	GO:0000003
C17C3.1	GO:0040035
C17C3.1	GO:0006376
C17C3.1	GO:0003676
C17C3.1	GO:0003723
C17C3.1	GO:0040010
C17C3.1	GO:0002009
C17C3.1	GO:0040025
C17C3.1	GO:0006915
C17C3.1	GO:0005634
C17C3.1	GO:0008270
C17C3.1	GO:0031624
C17C3.1	GO:0006637
C17C3.1	GO:0047617
C17C3.1	GO:0006259
C17C3.1	GO:0006309
C17C3.1	GO:0000737
C17C3.1	GO:0004531
C17C3.1	GO:0005975
C17C3.1	GO:0016857
C17C3.1	GO:0008242
Y110A2AR.2	GO:0006904
Y110A2AR.2	GO:0016192
Y110A2AR.2	GO:0008340
Y110A2AR.2	GO:0016881
F07E5.1	GO:0034968
F07E5.1	GO:0040035
F07E5.1	GO:0000003
F07E5.1	GO:0040027
F07E5.1	GO:0007276
F07E5.1	GO:0006915
F07E5.1	GO:0000122
F07E5.1	GO:0051567
F07E5.1	GO:0010452
F07E5.1	GO:0005634
F07E5.1	GO:0005737
F07E5.1	GO:0003677
F07E5.1	GO:0008270
F07E5.1	GO:0018024
Y57A10A.9	GO:0006796
Y57A10A.9	GO:0016246
Y57A10A.9	GO:0005737
Y57A10A.9	GO:0005634
Y57A10A.9	GO:0000287
Y57A10A.9	GO:0004427
W04H10.2	
F18A12.5	GO:0040007
F18A12.5	GO:0002119
F18A12.5	GO:0040010
F18A12.5	GO:0009792
F18A12.5	GO:0000003
F18A12.5	GO:0008340
F18A12.5	GO:0016246
F18A12.5	GO:0006898
F18A12.5	GO:0071688
F18A12.5	GO:0006508
F18A12.5	GO:0003676
F18A12.5	GO:0004386
F18A12.5	GO:0005524
F18A12.5	GO:0008026
F18A12.5	GO:0004222
R134.2	GO:0006468
R134.2	GO:0009190
R134.2	GO:0035556
R134.2	GO:0006182
R134.2	GO:0008270
R134.2	GO:0004672
R134.2	GO:0005524
R134.2	GO:0016849
R134.2	GO:0016772
R134.2	GO:0004383
K09E4.5	
F09E5.8	GO:0019441
F09E5.8	GO:0055114
F09E5.8	GO:0040010
F09E5.8	GO:0030170
F09E5.8	GO:0004833
F09E5.8	GO:0005506
F09E5.8	GO:0016491
F09E5.8	GO:0006886
F09E5.8	GO:0005744
F09E5.8	GO:0015450
C27A2.6	GO:0023051
C27A2.6	GO:0060070
C27A2.6	GO:0060071
C27A2.6	GO:0035556
C27A2.6	GO:0007275
C27A2.6	GO:0016021
C27A2.6	GO:0005622
C27A2.6	GO:0005515
C27A2.6	GO:0004871
Y8A9A.5	GO:0005515
C34F11.1	GO:0005515
C34F11.1	GO:0008270
ZK945.3	GO:0040010
ZK945.3	GO:0000003
ZK945.3	GO:0002009
ZK945.3	GO:0006898
ZK945.3	GO:0016787
ZK945.3	GO:0003723
ZK945.3	GO:0005488
ZK622.2	
C23H3.7	GO:0005991
C23H3.7	GO:0004555
C23H3.7	GO:0003824
F52C6.13	GO:0045039
F52C6.13	GO:0006626
F52C6.13	GO:0009792
F52C6.13	GO:0040007
F52C6.13	GO:0040018
F52C6.13	GO:0040011
F52C6.13	GO:0040035
F52C6.13	GO:0000003
F52C6.13	GO:0040014
F52C6.13	GO:0042719
B0432.7	GO:0006355
B0432.7	GO:0043401
B0432.7	GO:0009792
B0432.7	GO:0000003
B0432.7	GO:0040010
B0432.7	GO:0045923
B0432.7	GO:0045944
B0432.7	GO:0007275
B0432.7	GO:0005634
B0432.7	GO:0003700
B0432.7	GO:0003707
B0432.7	GO:0008270
B0432.7	GO:0043565
B0432.7	GO:0005488
C09H10.1	
T05A6.1	GO:0007050
T05A6.1	GO:0005634
T05A6.1	GO:0004861
ZK1307.9	GO:0008340
ZK1307.9	GO:0005515
W06A11.3	
ZC239.9	
Y57A10B.3	GO:0009792
Y57A10B.3	GO:0005856
Y57A10B.3	GO:0005737
Y57A10B.3	GO:0019898
Y57A10B.3	GO:0008092
Y57A10B.3	GO:0005515
R03D7.2	GO:0032313
R03D7.2	GO:0005622
R03D7.2	GO:0005829
R03D7.2	GO:0005797
R03D7.2	GO:0000138
R03D7.2	GO:0005769
R03D7.2	GO:0005097
F29A7.6	GO:0016021
ZK75.1	GO:0009190
ZK75.1	GO:0007188
ZK75.1	GO:0042221
ZK75.1	GO:0008219
ZK75.1	GO:0030431
ZK75.1	GO:0002119
ZK75.1	GO:0040017
ZK75.1	GO:0016021
ZK75.1	GO:0005886
ZK75.1	GO:0005576
ZK75.1	GO:0016849
ZK75.1	GO:0004016
ZK75.1	GO:0005179
C17F4.6	GO:0006468
C17F4.6	GO:0009190
C17F4.6	GO:0035556
C17F4.6	GO:0004867
C17F4.6	GO:0004672
C17F4.6	GO:0005524
C17F4.6	GO:0016849
C17F4.6	GO:0016772
F54A3.6	GO:0006396
F54A3.6	GO:0009792
F54A3.6	GO:0003723
F54A3.6	GO:0003676
H20J04.9	GO:0055085
H20J04.9	GO:0006810
H20J04.9	GO:0008152
H20J04.9	GO:0016021
H20J04.9	GO:0016020
H20J04.9	GO:0022857
H20J04.9	GO:0005215
H20J04.9	GO:0008168
F11G11.4	GO:0005515
R06F6.4	GO:0008270
R06F6.4	GO:0016021
T13B5.4	GO:0040002
T13B5.4	GO:0005975
T13B5.4	GO:0009792
T13B5.4	GO:0040010
T13B5.4	GO:0010171
T13B5.4	GO:0000003
T13B5.4	GO:0048477
T13B5.4	GO:0006915
T13B5.4	GO:0005576
T13B5.4	GO:0042302
T13B5.4	GO:0004553
T13B5.4	GO:0003824
T13B5.4	GO:0043169
K01A2.6	GO:0006260
K01A2.6	GO:0006270
K01A2.6	GO:0009792
K01A2.6	GO:0051301
K01A2.6	GO:0000910
K01A2.6	GO:0000003
K01A2.6	GO:0040035
K01A2.6	GO:0048477
K01A2.6	GO:0005634
K01A2.6	GO:0016851
K01A2.6	GO:0003677
K01A2.6	GO:0005524
C52E2.1	GO:0040010
C52E2.1	GO:0009792
C52E2.1	GO:0000003
C52E2.1	GO:0016021
C52E2.1	GO:0005515
ZK1067.1	GO:0006468
ZK1067.1	GO:0007169
ZK1067.1	GO:0016020
ZK1067.1	GO:0004672
ZK1067.1	GO:0005524
ZK1067.1	GO:0004714
ZK1067.1	GO:0004713
ZK1067.1	GO:0016772
F43C11.3	GO:0042254
F43C11.3	GO:0008340
C03H5.6	GO:0016021
C03H5.6	GO:0005515
C27D6.10	GO:0007606
C27D6.10	GO:0016021
C27D6.10	GO:0004888
F59H6.9	GO:0007264
F59H6.9	GO:0006886
F59H6.9	GO:0009792
F59H6.9	GO:0000003
F59H6.9	GO:0008406
F59H6.9	GO:0051729
F59H6.9	GO:0000226
F59H6.9	GO:0005622
F59H6.9	GO:0005634
F59H6.9	GO:0005737
F59H6.9	GO:0003924
F59H6.9	GO:0005525
F59H6.9	GO:0005515
K07E8.9	
F27E5.4	GO:0007275
F27E5.4	GO:0045749
F27E5.4	GO:0046658
F27E5.4	GO:0005634
F27E5.4	GO:0003674
F27E5.4	GO:0003677
F27E5.4	GO:0008270
Y39G8B.7	
K12H6.5	GO:0016021
K12H6.5	GO:0008270
T24F1.5	GO:0016021
2RSSE.1	GO:0055085
2RSSE.1	GO:0007165
2RSSE.1	GO:0016021
2RSSE.1	GO:0005622
H17B01.3	GO:0008340
H17B01.3	GO:0048675
H17B01.3	GO:0016787
F37B12.3	GO:0000003
F37B12.3	GO:0009792
F37B12.3	GO:0016765
F37B12.3	GO:0040035
T05H10.7	GO:0006071
T05H10.7	GO:0006629
T05H10.7	GO:0016787
T05H10.7	GO:2001070
T05H10.7	GO:0008889
T05H10.7	GO:0030246
T05H10.7	GO:0008081
T05H10.7	GO:0055085
T05H10.7	GO:0016021
R03D7.15	GO:0016021
W02B12.13	GO:0003676
W02B12.13	GO:0008270
W02B12.13	GO:0045454
W02B12.13	GO:0006886
W02B12.13	GO:0030176
W02B12.13	GO:0016021
W02B12.13	GO:0009055
W02B12.13	GO:0015035
W02B12.13	GO:0008430
C32D5.5	GO:0008340
C32D5.5	GO:0006351
C32D5.5	GO:0034773
C32D5.5	GO:0005575
C32D5.5	GO:0003674
C32D5.5	GO:0003677
C32D5.5	GO:0003899
C32D5.5	GO:0046983
C32D5.5	GO:0005515
C32D5.5	GO:0042799
Y27F2A.6	GO:0006915
Y27F2A.6	GO:0019915
Y27F2A.6	GO:0043277
Y27F2A.6	GO:0044255
Y27F2A.6	GO:0005622
Y27F2A.6	GO:0008270
F33H1.5	GO:0005622
F33H1.5	GO:0008270
D1022.5	GO:0016021
D1022.5	GO:0003993
D1022.5	GO:0016787
F27E5.7	GO:0040007
F27E5.7	GO:0002119
F27E5.7	GO:0040010
F27E5.7	GO:0000003
F27E5.7	GO:0009792
F27E5.7	GO:0040018
F27E5.7	GO:0040011
F27E5.7	GO:0006898
F10E7.10	GO:0016021
Y25C1A.6	GO:0009792
Y25C1A.6	GO:0040010
Y25C1A.6	GO:0040007
Y25C1A.6	GO:0002119
Y25C1A.6	GO:0016246
Y25C1A.6	GO:0006898
Y25C1A.6	GO:0000003
Y25C1A.6	GO:0040035
Y25C1A.6	GO:0008340
Y25C1A.6	GO:0016021
F12E12.1	GO:0032259
F12E12.1	GO:0001510
F12E12.1	GO:0008168
F12E12.1	GO:0040010
F12E12.1	GO:0040007
F12E12.1	GO:0002119
F12E12.1	GO:0009792
F12E12.1	GO:0051017
F12E12.1	GO:0005730
F12E12.1	GO:0055120
F12E12.1	GO:0051015
F12E12.1	GO:0042803
Y49F6B.10	GO:0040007
Y49F6B.10	GO:0002119
Y49F6B.10	GO:0040010
Y49F6B.10	GO:0000003
Y49F6B.10	GO:0040039
Y49F6B.10	GO:0006898
Y49F6B.10	GO:0040035
Y49F6B.10	GO:0071688
Y49F6B.10	GO:0042302
ZK1248.1	GO:0006508
ZK1248.1	GO:0004222
Y48B6A.10	GO:0006468
Y48B6A.10	GO:0004672
Y48B6A.10	GO:0005524
Y48B6A.10	GO:0016772
T07D4.3	GO:0009792
T07D4.3	GO:0000910
T07D4.3	GO:0008340
