ensembl_gene_id	entrezgene
F58A4.11	176364
T16H12.11	3564857
F56C9.7	176037
C05D11.1	175914
Y54F10AR.2	175375
Y47D3A.25	176560
Y32H12A.6	175740
T20H9.1	188664
ZC262.10	6418664
F40F12.1	185549
W02B3.2	175223
C45G9.8	183480
F11F1.6	184362
Y39A1A.21	176493
C18D11.10	13191465
K02F3.9	175241
Y66D12A.10	176587
ZK688.4	191406
T23F11.11	13189293
D1044.4	183906
K02F3.2	175242
R10F2.4	187785
R151.5	176014
ZK1010.5	176720
B0244.10	175806
T07C4.8	3565776
C27F2.9	175673
F40F12.3	185551
F35G12.3	175599
Y119D3B.5	191037
Y119D3B.5	191039
Y49E10.22	190070
F08F8.4	176046
Y45F3A.8	189910
C05D2.10	175774
Y66D12A.11	176586
K10F12.3	187273
Y41C4A.17	353422
ZK418.5	175987
C34C12.4	183200
Y82E9BR.17	259490
C18D11.4	176613
C06E1.11	182318
F56A8.3	176740
K08E3.4	176813
Y45F3A.4	189908
Y50D7A.10	259487
T02C12.3	175520
Y66D12A.24	176579
Y6D11A.2	175247
F54G8.3	176296
F22B7.6	176209
Y75B8A.23	190709
Y53G8B.2	175417
C24H11.3	182861
B0361.6	176028
W05B2.1	259336
R01H10.7	187517
B0244.2	175807
ZK652.9	176099
T20G5.4	176436
C28H8.3	175834
K03F8.2	191596
Y42G9A.6	175864
ZK783.3	191423
T22F7.5	259996
B0280.11	175997
T07A5.4	3565426
ZK1128.8	176424
Y47D3A.15	176552
C16A3.3	175906
Y82E9BR.22	3565003
B0361.10	176031
D2045.5	183952
F30H5.2	185132
R10E11.6	3565637
T16H12.2	188559
K04G7.1	176004
Y56A3A.11	176619
K02D10.2	186877
T21C12.4	188690
F26A1.6	184946
F59A2.3	175441
H14E04.1	175358
ZK328.5	175852
T16G12.3	176417
Y48A6B.4	176530
R144.4	175681
E02H9.5	184000
H14A12.3	176058
C16A3.4	175905
K01A11.4	175446
M04D8.6	187445
F57B9.4	175969
F23H11.9	184910
T12D8.7	176798
ZC84.7	3565556
F54G8.5	191747
R151.1	187907
Y82E9BR.1	175302
Y43F4B.7	259544
Y47D3A.28	176562
Y49E10.2	176662
B0303.2	176217
F20H11.5	184746
Y54H5A.2	175699
H10E21.1	186718
T04A6.1	188035
C29E4.4	176114
C46F11.1	175466
C30A5.5	191767
T20B12.1	176055
F17C8.9	13189316
Y69F12A.3	3896738
Y39E4A.2	176715
Y75B8A.2	176641
F56C9.5	186372
C29F9.2	175179
Y47D3B.1	189978
C40H1.9	3565853
K01A11.1	186827
C05D2.6	175775
F44E2.8	176246
F23H11.2	175251
Y32H12A.7	175741
Y111B2A.14	176683
C36E8.3	175518
Y119D3B.4	191038
Y76A2B.3	176785
R08D7.7	187700
cTel54X.1	183881
B0280.4	181893
Y76A2B.6	176787
ZK637.13	176261
ZK688.5	176108
Y39A1C.4	189716
B0284.1	181902
Y41C4A.8	176603
F43D9.1	176469
T28D6.9	176565
M142.5	176523
C39B5.1	183321
C29E4.12	259333
Y53G8AR.6	175432
K03H1.3	186957
F56D2.2	175770
R13F6.4	175953
C05D2.1	175781
PAR2.1	187502
ZK112.6	191229
F09G8.10	3896737
F02A9.7	3564852
C05B5.7	176415
C16C10.7	175532
H38K22.3	175557
Y55B1BR.1	190301
Y71H2B.3	190617
Y49E10.18	176671
C05D11.3	182257
H34I24.3	3896751
Y43F4A.1	176737
T27E9.4	176775
R05D3.2	176182
T23G5.3	188816
F58A4.14	3565681
R10E4.4	175552
C38D4.6	175638
C45G9.12	183482
F37A4.3	NA
T24C4.6	175249
W06F12.3	189253
Y37D8A.6	189614
Y34F4.1	189591
C05D11.2	175913
K11H3.8	13190936
F26F4.1	175658
T12A2.15	175882
C26E6.9	175662
Y75B8A.7	176646
R01H2.4	187511
ZK632.14	259525
F42G9.2	175231
R74.4	175540
W06E11.1	189252
Y82E9BR.10	190772
C16C10.5	182681
K10D2.3	175707
W04D12.1	13189669
Y75B8A.12	190704
Y54F10BM.7	190273
C36A4.6	183248
T19C3.2	175215
T12B5.7	188446
R144.3	187900
R13F6.1	NA
ZK652.2	176101
ZC262.7	NA
Y47D3A.32	3564848
R13G10.4	187872
F01F1.14	175830
Y42G9A.1	175867
B0412.4	175235
Y53G8AR.9	175434
Y56A3A.33	176636
T15B12.2	188528
F01F1.4	175823
T20H4.5	176023
T26A5.5	175919
F48E8.3	175751
F55H2.7	176340
T02C1.2	176306
C08C3.1	176093
Y79H2A.4	190740
Y56A3A.36	3565503
ZC482.4	191186
ZK512.2	176292
C29F9.7	175175
K11H3.6	259526
T07C4.3	176451
Y71H2AM.11	175387
Y37D8A.14	176707
Y39E4B.1	176733
Y82E9BL.5	190754
K04G7.10	176002
Y71H2AM.14	190609
K04H4.7	3564828
F11H8.1	175982
T05G5.12	3564991
Y54F10BM.15	3565143
T27E9.9	176778
Y39A1A.24	3564902
C02C2.3	176104
F34D10.9	6418647
ZK632.7	176391
Y66D12A.21	176581
R07E5.17	3564897
K12H4.4	176133
C38D4.9	175637
B0303.15	181917
C03C10.3	175525
ZK632.6	176390
Y111B2A.8	176677
Y54F10AL.2	175367
Y47D3B.6	176573
H04D03.6	13191136
C38H2.2	176455
H10E21.2	186719
C02F5.6	176159
ZK121.2	175734
C39B5.3	183322
R06B10.4	192056
T04A8.6	175614
T05D4.2	188126
T20B12.8	176052
K08E3.8	176817
W03A5.2	260007
ZK1010.9	176723
ZK418.6	191317
C45G9.7	175685
F53A2.7	176756
K01G5.6	176502
B0244.4	181875
T12A2.2	175886
R17.1	187876
Y119D3A.2	191033
B0361.9	176033
C40H1.6	176313
R01H10.8	187518
T03F6.5	176758
ZC395.11	191153
ZK1010.2	176717
ZC155.2	191089
ZK643.3	191374
F10E9.7	176169
ZK512.9	191341
F09F7.8	184261
T04A6.3	188037
Y102E9.2	190860
Y42G9A.2	175866
B0336.4	175794
Y45F3A.5	189909
F31E3.5	175975
F31E3.5	181044
Y54F10BM.6	190272
C28H8.9	175832
F28F5.6	259515
M01F1.6	187375
K02F3.3	186902
F56F3.5	175584
C14B1.12	13189011
C02F5.13	3565859
Y48A6B.13	3564779
C14B9.6	176145
K10G9.1	176441
C14B9.4	176143
Y47D3B.9	176576
F09G8.6	184269
F54C8.2	186223
EGAP1.3	175839
C14B9.10	259519
C23G10.8	175878
R01H2.1	187508
C27F2.4	175671
K02F3.6	175239
F10F2.8	184311
Y37D8A.25	3565405
Y55D5A.3	190304
Y41C4A.5	176601
Y54F10BM.2	175353
Y47D3A.21	176556
Y39A3CR.4	175331
F25F2.2	175590
ZK686.2	176088
B0285.1	175559
T20G5.10	176435
F54C8.7	176326
F53A2.8	176757
Y53G8AM.8	175430
C14B1.5	175475
Y32H12A.8	175742
F45G2.3	176765
F56D2.4	186377
C44B9.5	176518
F43C1.1	185690
B0464.5	176328
C29E4.17	13190284
Y22D7AL.4	175317
W02B3.6	175224
W09D6.4	176538
C02F5.2	182121
Y53G8AL.1	190231
Y47D3B.11	176575
F25B5.5	175841
K06H7.7	187078
ZK353.8	176187
T24C4.3	188844
F37C12.18	3564930
T08A11.1	175548
C06E1.4	176204
Y92C3B.1	175273
F54H12.4	186268
M03C11.4	176458
R13A5.12	176072
R148.2	187904
M88.1	175591
K03H1.6	186958
ZK1098.8	176347
C07A9.11	176370
Y39E4B.6	176728
C45G9.4	175689
F48E8.4	185984
Y71D11A.3	175280
F44E2.4	176243
F44B9.7	176130
T26G10.3	188943
C07H6.1	176067
C50C3.9	176155
W09D10.2	176498
R08D7.3	176268
T12B5.4	188443
F44B9.10	259518
K04C2.4	175959
C05B5.11	6418646
Y50D7A.9	175191
Y48A6C.6	13191306
F09F7.1	184259
Y75B8A.17	176651
C34E10.9	183213
R155.3	187909
Y71H2B.7	175377
Y39A3A.4	189720
ZK1236.1	176191
F54E7.2	175786
T16H12.9	188562
ZK1058.5	175507
Y48G9A.9	175343
Y76A2A.1	190727
R10E4.9	187773
C23G10.3	175879
Y55B1AL.3	175210
C35D10.14	175652
ZK1128.3	191527
Y67D2.4	175306
C29F9.4	175178
Y53G8AM.7	190239
F40H6.1	175856
C18F10.6	191829
R05D3.7	176179
C06G4.4	182344
Y37B11A.2	175809
Y56A3A.21	176626
Y119D3B.19	191046
Y119D3B.19	191061
Y47D3A.1	189974
C56G2.1	175898
C56G2.3	183866
T24A11.1	175490
F40F12.7	176402
C23G10.10	182815
Y39A1A.18	189712
R02D3.4	176839
K08E4.5	187161
Y45F10D.14	3565953
T14G10.1	177893
Y51H4A.22	190157
Y38H8A.4	178314
ZK381.5	177463
Y37E11B.10	NA
ZK896.7	178238
M7.3	178008
K03H6.5	186965
B0496.7	182010
C52D10.1	178497
C01B10.44	13196212
C23H5.9	177009
C33H5.4	3565411
Y116A8B.1	178500
F56A11.3	176882
C32H11.6	183130
F52C12.2	176995
F35F11.2	177159
W02A2.9	3565254
Y37A1B.17	4926960
Y37A1A.2	178355
Y9C9A.17	189422
Y41D4A.1	176986
F02H6.5	178374
Y7A9A.1	178453
C28C12.11	177650
T12B3.1	177510
K08E4.6	178145
F23B2.7	177739
Y55F3AL.1	246019
K11H12.3	187311
Y37E11C.1	177112
C50F7.3	183682
C35D6.9	3565113
ZK593.4	177985
W08D2.3	189289
F52C12.1	176996
W09C2.8	13197468
F56D6.10	3896783
Y116A8A.9	178468
F01G4.2	178016
C39E9.9	183347
CC8.1	183874
F49F1.14	3896761
JC8.13	178278
F25H8.6	184940
Y116A8C.36	178491
F58F6.3	186530
ZK792.2	178101
Y73F8A.21	191717
C18H7.7	176887
T04B2.4	188050
F42A9.6	185654
Y37A1B.1	178362
T04A11.4	188042
T04A11.4	188044
C30H6.10	259607
Y9C9A.10	189415
F02H6.7	184105
F13E9.3	184421
Y37E11B.6	189625
K08D8.9	13198726
Y67D8C.10	177089
E04A4.6	184035
F17E9.5	177629
C26B2.7	177599
C45G7.5	183476
D2096.9	183967
K08B4.3	187129
Y41E3.15	189835
Y38C1BA.2	176987
F58H7.1	186550
C42C1.9	183401
Y59H11AM.4	190426
T19E7.5	188612
C42D4.2	177493
F09E8.7	178269
C49C3.8	178517
Y41D4B.21	189825
K07H8.1	177624
Y116A8A.2	190983
F27C8.4	185015
T14G10.8	177889
C24D10.9	3896778
Y67A10A.9	178380
C34H4.3	176962
Y105C5B.28	178452
Y71G10AR.4	4363069
B0546.3	182030
Y57G11B.1	190365
F19C7.5	184681
T04A11.10	188048
Y73F8A.35	178438
F26D10.11	184971
T12G3.8	178142
Y69A2AR.25	190546
ZC410.5	177728
C09G4.4	3565561
F38H4.6	185481
Y59E9AL.1	190415
T12A7.1	178108
C33A12.8	183142
T05A1.1	177790
C23H5.12	6418668
T25B9.2	188880
F44D12.10	185732
Y38C1AA.5	176831
F54D1.6	178037
F44D12.7	175648
F44D12.7	177863
F44D12.7	177866
F44D12.7	260109
C02B10.3	177284
F09D12.1	184239
M02B7.6	177143
F53H1.4	176944
Y105C5A.9	190874
K02B2.4	177364
Y4C6B.4	177312
T11G6.4	188431
B0547.4	191798
B0035.9	175027
B0035.9	175032
B0035.9	177522
B0035.9	178050
B0035.9	178055
B0035.9	178066
B0035.9	179233
B0035.9	179260
B0035.9	179264
B0035.9	179267
B0035.9	179341
B0035.9	188792
B0035.9	191667
B0035.9	191671
B0035.9	191677
B0035.9	191680
Y43D4A.2	189851
Y104H12D.4	176936
Y43C5A.5	177913
Y41E3.10	178419
Y4C6B.5	189356
K07A9.3	187085
C47E12.14	3564863
R11A8.4	177924
Y5F2A.4	178004
C09G9.4	182464
C55C3.1	183851
Y116A8C.14	191000
M18.7	178157
C06E4.6	182329
Y43B11AR.5	353470
F56D5.1	177771
C52D10.7	178494
Y24D9A.5	189530
K08D10.11	187155
C39E9.13	178259
ZC168.4	177965
B0273.4	177334
C10C5.4	177768
T02D1.5	NA
C28C12.3	182977
T26C12.4	191652
Y57G11C.4	178397
Y73F8A.12	178428
Y41D4B.19	176966
T21D12.11	188694
C08F11.7	182422
R11E3.1	187810
K08E7.8	178213
C33H5.13	183188
F32E10.2	177536
ZK792.1	178100
T23E1.3	3565157
Y51H4A.4	178459
F56H11.6	186427
ZK550.1	NA
T25B9.8	177969
R08C7.12	177214
F41H10.8	177321
F15E6.3	177195
F38E11.1	177777
C07G1.1	182375
F01D4.4	177940
C09B9.4	177271
Y57G11C.20	353433
F56B3.5	176908
T26A8.3	188914
C11D2.3	182512
T13F2.7	177816
F21D5.9	184771
Y69E1A.3	190549
D2096.10	183968
Y105C5A.11	190876
C04G2.11	182235
C02F4.1	177942
H08M01.1	186708
Y54G2A.18	177072
Y62E10A.4	190453
Y11D7A.7	189432
ZK1251.3	191550
Y67A10A.6	178379
JC8.4	178281
R07H5.9	187690
Y43C5B.2	189849
R11A8.1	187798
ZK616.10	191363
C49C8.6	183603
Y62E10A.15	13198891
F56B3.2	176902
Y57G11C.5	190371
F08B4.2	177671
Y73F4A.2	177722
C10C6.7	259598
C08F8.15	13198072
F42C5.4	177501
F37C4.5	177146
C34D4.9	183207
C53B4.3	177714
K10D11.2	187267
Y54G2A.48	3896805
T14G10.4	188506
R07H5.2	178025
F55G1.15	186329
ZK593.1	177984
C49H3.16	13196868
K08D12.5	176977
F36H12.4	177306
C53D6.4	183759
K08F4.12	3565252
Y54G2A.2	177059
C44B12.6	183438
F07C6.3	184138
C44C8.6	176914
H23L24.4	186764
W08E12.7	177097
R13A1.7	187852
T11G6.2	177977
F58F9.1	186533
Y39C12A.1	189743
H25K10.5	186781
F36H12.15	185400
Y116A8A.6	190986
F19B6.2	3565860
C54E4.4	183789
T21D12.5	188692
Y38C1AA.14	13191872
F47C12.5	185917
C06G3.6	177467
H02I12.4	178063
C30H6.12	3565196
Y57G11C.38	178410
Y55F3AM.2	190306
F58B3.6	178090
F42C5.2	185662
M02B1.2	187394
C01F6.9	177731
C33H5.14	177567
W09C2.1	177794
C45E5.4	183472
Y55F3AM.14	190310
C18F3.4	3896760
Y73F8A.1	178424
C17H12.2	177441
F55G11.5	178247
F47C12.7	185919
F49F1.9	186065
W09G12.4	176939
C46C2.7	4927067
R09E10.2	177919
F42A9.3	177665
ZK180.7	6418676
C01F6.5	177735
R13H7.1	187875
B0564.6	178266
B0564.6	182046
F17E9.12	175027
F17E9.12	175032
F17E9.12	177522
F17E9.12	178050
F17E9.12	178055
F17E9.12	178066
F17E9.12	179233
F17E9.12	179260
F17E9.12	179264
F17E9.12	179267
F17E9.12	179341
F17E9.12	188792
F17E9.12	191667
F17E9.12	191671
F17E9.12	191677
F17E9.12	191680
C06A12.4	191654
F58G6.2	186545
C08F11.12	178333
Y37E11B.9	189626
Y73F4A.3	177721
F58F9.9	3565102
C06A12.5	182288
Y77E11A.1	176958
Y41E3.4	178415
F58G6.9	3565521
C01G5.4	177414
Y38C1AB.3	189645
Y38C1AB.3	189647
F55A8.2	176991
Y38F2AR.6	189678
W03G1.2	189165
Y40H7A.8	189807
T04B2.7	353431
T01B11.7	177649
F28F9.4	185079
C08F8.8	178024
F12F6.6	178078
B0496.11	13196689
F52B11.2	178364
Y55F3BR.6	190317
Y41D4B.10	176970
T06C10.4	177574
Y57G11C.34	190379
Y67D8C.6	190520
Y41D4B.1	189818
M70.5	187469
T12B3.4	177511
Y69A2AR.15	190541
K08D8.12	13198723
Y73B6BL.44	3565715
F49E8.1	177532
C09B9.7	177273
Y67D8C.1	190517
F49C12.7	177751
F41H10.12	260206
F18F11.1	184650
Y116A8C.32	178486
ZK354.2	177310
K04D7.3	177897
M116.1	177641
C01G5.9	182076
Y67H2A.5	178288
Y38F2AR.10	177030
F42A9.12	NA
Y73B6BL.20	190654
F27C8.1	177793
F45E4.2	177540
Y67D8B.5	177091
M04B2.4	178073
K07F5.14	177837
C49C8.1	177670
F20D12.5	177586
D1046.5	259586
D1046.5	13197206
T27E7.4	188998
C29E6.3	178119
Y54G2A.11	177058
F29C4.2	176828
F32E10.1	177538
C39H7.7	191803
B0564.11	3565977
Y69A2AR.22	190543
F42G8.12	177609
F13B6.3	177516
M199.5	3565413
Y105C5A.1285	NA
C01B10.3	177427
C06G3.9	177471
F36H1.3	185379
T12G3.5	188457
Y41E3.9	178418
R05A10.2	187594
Y105C5B.14	190894
T26C12.3	177096
C26H9A.2	178220
R02D3.8	176845
R11E3.6	177249
C47E12.8	177852
Y37E11AM.3	177133
Y55F3BR.1	176913
M01H9.3	177215
C34D4.10	183208
D2096.7	177635
R10H10.1	177928
Y37A1B.13	189606
F55B11.7	4927011
Y73B6BL.1	177411
Y67A10A.2	190506
F33D4.1	177551
Y73B6A.3	190645
K07F5.4	177829
F58D2.4	13198827
C50A2.4	183631
K08B4.5	187131
F52C12.6	13192290
T13H10.2	259589
F13H10.6	260099
C43F9.10	3565159
ZK596.2	177983
Y62E10A.11	4927037
F32B6.5	177843
Y77E11A.15	176955
C48D1.9	13198834
F38H4.3	185479
W03D2.1	177165
F55G1.8	266900
F42A6.5	185649
Y57G11C.13	178405
F38A1.8	185438
F35G2.4	178170
K08F4.8	177887
F11E6.5	178532
F38A1.15	4927004
F29C4.7	176827
Y54G2A.21	190282
Y116A8C.11	190998
Y116A8C.20	178478
Y9C9A.8	177261
Y62E10A.2	178298
Y17G9A.3	189460
C25G4.3	178195
F54E12.2	178054
Y9C9A.7	189413
F49E8.6	177531
K03H6.1	186962
C18H7.1	176888
Y73B6BL.27	177410
Y94H6A.5	177054
F32B6.1	177839
K04D7.4	177898
R10H10.4	187788
T05E11.3	178014
Y45F10B.14	191800
F36A4.3	185340
T23G4.4	188814
Y55F3AR.1	176930
K09B11.9	178311
K03D3.5	186936
Y77E11A.10	190738
Y54G2A.6	177068
T02D1.9	NA
C33H5.9	177562
M02B1.1	187393
F36A4.7	177190
T08B6.6	192021
K07F5.13	177836
K06B9.4	177184
R05A10.3	178371
R08C7.4	187696
Y73F8A.8	190671
Y73B6BL.7	177391
R05A10.6	178370
ZK593.8	177990
T25B9.11	4927051
C08F8.7	182417
F55A8.1	176992
F29B9.6	3565767
Y73B6BL.13	190649
Y69A2AR.29	177045
C50F7.10	177557
Y41D4A.5	176981
M18.2	187460
F56D6.7	3565917
C04G2.7	177876
C28C12.7	177651
F38A1.11	185441
ZK829.3	178128
C35B1.3	177167
F01G10.3	184065
H06H21.3	177254
Y9C9A.13	189418
Y116A8C.17	178476
F58F9.11	3565239
Y51H4A.937	13209190
Y55F3AM.7	190308
F13H10.3	177997
ZK792.7	191425
C33A12.11	183144
W03B1.3	177199
C09G9.8	3565974
Y17G9B.2	177247
R13A1.3	187850
C08F11.3	182419
ZK829.2	178129
T04A11.8	188046
Y11D7A.10	177747
T12A7.10	13198309
F42G8.4	177610
ZK354.1	173830
ZK354.1	173849
ZK354.1	173882
ZK354.1	173884
ZK354.1	173885
ZK354.1	173890
ZK354.1	173981
ZK354.1	173983
ZK354.1	173984
ZK354.1	177275
ZK354.1	177305
ZK354.1	177309
ZK354.1	177311
ZK354.1	177827
ZK354.1	191292
ZK354.1	259801
C05B10.1	191704
F57H12.3	191739
ZC477.1	191964
K07H8.5	187126
C25G4.6	178197
W03F8.4	177293
K08E7.4	187162
T20D3.5	177763
T12A7.5	178111
ZK616.6	177324
C33D9.3	177691
E03H12.6	184030
Y69A2AR.21	177037
F55G1.10	172860
F55G1.10	175025
F55G1.10	175028
F55G1.10	175034
F55G1.10	177521
F55G1.10	178048
F55G1.10	178056
F55G1.10	179261
F55G1.10	179265
F55G1.10	180073
F55G1.10	184112
F55G1.10	186671
F55G1.10	191669
F55G1.10	191676
F55G1.10	191678
F55G1.10	259800
Y59E9AR.5	190419
Y59E9AR.5	190421
Y9C9A.2	189408
Y59H11AR.2	177664
C49A9.10	3565073
C06G8.2	177973
ZK822.6	3565316
C09G12.3	182469
M04B2.2	178075
F56C4.1	186369
H22D14.1	186760
C36H8.1	178230
C49C3.4	178513
B0035.13	178041
C02B10.6	177279
C33A12.19	259588
T23G4.127	13199210
C06E7.1	177355
T26A8.4	177643
ZK616.61	13194041
F44D12.6	260110
C17H12.13	177439
Y116A8B.5	190990
Y116A8B.4	190989
T07G12.12	188247
T22D1.6	188740
F53B2.3	186150
Y62E10A.14	178305
Y11D7A.13	189435
Y51H4A.25	190159
LLC1.1	178385
T22B11.2	188726
Y73F8A.26	178435
T23F6.3	178228
F53B2.8	178203
F40F11.4	185548
C49A9.7	183595
T28C6.4	177694
T28C6.4	177695
Y69A2AR.3	177047
C09G9.2	182462
Y67H2A.1	178285
Y73B6BL.33	177398
C24F3.3	182848
Y67H2A.8	178291
M116.5	177642
Y73F8A.27	178434
B0035.4	178045
T22D1.11	177459
Y54G2A.1	177082
F56A11.7	259548
K10D11.6	178249
Y116A8C.5	190993
Y73F8A.17	190679
Y43B11AL.1	177479
F52B11.3	178365
M02B7.3	177141
T07G12.5	177946
F21D5.4	184768
M199.8	3565513
Y73F8A.18	190680
W01B6.5	189082
C09G12.6	182472
Y76B12C.1	190732
Y45F10C.3	178336
R05G6.9	187624
F37C4.4	177145
F38A5.7	177422
H01G02.2	186662
Y54G2A.38	3564881
Y46C8AL.4	189945
F26D10.13	3565015
C47E12.10	183556
F58G6.5	177800
M03D4.1	177374
Y43D4A.3	189852
Y43D4A.3	189853
K01A6.6	3565516
Y77E11A.3	190735
Y59E9AL.8	3565373
Y51H4A.7	178460
F38A5.5	185443
F15E6.8	184536
T04A11.1	188042
T04A11.1	188044
T09A12.4	177618
Y73B6BL.23	177404
B0513.2	178353
Y41E3.18	3565105
R102.11	7040123
F15B10.2	177425
Y51H4A.16	190152
Y69E1A.4	190550
Y73B6BL.18	177397
C42C1.5	183400
T22D1.3	177457
H04M03.6	186684
Y69A2AR.4	177044
F13B12.4	177937
F41H10.4	177317
F56H11.2	186425
C29F4.3	183008
Y67D8C.8	177087
ZK550.5	191350
T05A1.3	188075
C02F4.5	182120
C47E12.3	177857
Y57G11C.1143	13202692
Y41E3.14	189834
C39E9.10	178256
C48A7.1	177513
Y54G2A.44	3896801
Y40H7A.3	189802
F30B5.7	177186
B0212.6	3565173
Y57G11C.31	178396
K11H12.7	176893
C32H11.7	183131
F23B2.3	184882
Y7A9C.9	3565568
H27C11.1	177810
Y59E9AR.10	3896810
Y59E9AR.10	3896811
C09G12.11	3565502
Y37E11AR.7	3564985
C27B7.9	3565797
C39E9.5	183344
F23B2.11	177740
F49E11.11	178252
Y38C1AA.9	189642
C46A5.2	183498
F11A10.4	178153
C09E9.1	182452
H04M03.3	177359
M7.10	178010
F13E9.14	4927050
K09B11.2	187190
R07C12.4	259564
M199.2	178422
T11B7.3	177699
C28D4.4	182981
F17E9.11	184622
Y116A8C.1	190991
T11G6.7	188432
F56B3.6	176906
F36H12.9	177303
F44D12.2	177861
R13A1.10	3896768
Y55F3C.13	13192038
F42G8.9	177605
C18H7.11	3896794
F20D12.2	177589
C47E12.6	177854
E04A4.5	177242
Y46C8AR.1	189950
H02I12.1	178061
T13F2.12	177811
F09E8.2	178267
R09E10.8	177917
F45E4.9	177543
K07H8.10	177621
Y73B6BL.28	190657
C01B10.11	3565843
Y94H6A.11	4363076
M117.3	187477
W03B1.8	189147
C30H6.6	178522
Y57G11C.43	3565931
Y69E1A.5	190551
Y41E3.8	178417
Y67D8A.2	177092
Y105C5B.4	190887
R11E3.2	187811
C06G3.10	177473
K08D10.3	177182
ZK1251.8	177803
F08B4.4	184172
ZK1251.11	3565985
ZK180.3	177216
Y4C6A.4	177328
F58B3.9	178092
H21P03.10	13198204
K08C7.5	177958
AC7.2	177286
F01D4.7	184054
F55G11.1	186336
C27B7.2	177705
C35B1.8	3565455
C32H11.2	183127
Y69A2AR.19	177036
R05G6.11	3896762
C06G3.1	177476
F28E10.2	185065
K09B11.1	178306
F38H4.10	185482
C32H11.10	183134
B0564.2	182043
R05C11.2	187600
F49E11.4	186048
F49F1.3	177173
Y73B6BL.4	177396
F56D6.15	3896775
Y38C1AB.8	176822
T11F8.3	177329
JC8.14	4363063
F08G5.5	184205
Y55F3C.5	190323
F36H1.10	3565935
C05G6.1	182276
Y38F2AR.9	177027
C48D1.2	178272
C04G2.10	182234
F13H10.8	4363079
T13F2.3	177818
K08F11.5	177238
T28H11.7	177268
K08D8.4	187144
F49E8.2	177529
M04G7.2	187449
Y45F10B.59	13198981
F20C5.7	3565768
T13A10.12	188464
Y37E11AL.4	189620
F42G8.3	177611
Y59H11AM.1	190425
Y69A2AR.14	190540
T12E12.2	177338
Y64G10A.8	3564812
T05A12.2	177451
ZC168.3	177964
F49E11.5	186049
C24D10.5	182846
F38C2.5	178454
R102.4	177961
C46A5.4	177558
T23B5.1	178221
F28D1.2	178186
R09E10.13	13197764
F45E4.7	177541
H06H21.8	186700
Y105C5A.24	190882
Y104H12D.1	176937
Y57G11C.51	3565693
ZK809.3	178096
C24D10.6	177287
Y42H9B.3	189844
Y94H6A.6	190802
ZK354.6	191293
Y67D8C.2	190518
M199.9	4927032
LLC1.2	178386
Y43C5A.1	177910
C53B4.2	353430
F49C12.4	186027
Y57G11C.17	190374
B0218.6	181854
F13E9.10	184428
C04C3.7	182198
T07A9.14	4363068
Y43B11AR.1	189846
Y77E11A.14	176949
F36H1.2	178000
Y45F10A.5	178319
F32B6.8	177845
T08B6.4	188277
Y41D4B.14	176967
K08E4.1	178143
T01B11.4	177648
C55C3.6	259887
C49H3.4	183627
ZK829.8	191436
F19C7.8	177226
Y17G9B.9	189470
F21D5.8	184770
Y51H4A.2	190145
K08F4.4	177882
F35H10.1	172860
F35H10.1	175025
F35H10.1	175028
F35H10.1	175034
F35H10.1	177521
F35H10.1	178048
F35H10.1	178056
F35H10.1	179261
F35H10.1	179265
F35H10.1	180073
F35H10.1	184112
F35H10.1	186671
F35H10.1	191669
F35H10.1	191676
F35H10.1	191678
F35H10.1	259800
T13A10.9	188463
C06A6.5	177572
F55F10.1	186322
T21D12.14	NA
Y116A8C.26	178482
Y105C5B.1413	13208352
R05G6.6	187623
R13H9.2	173882
R13H9.2	173885
R13H9.2	173984
R13H9.2	177272
R13H9.2	177274
Y38F2AL.5	189677
F49C12.11	177756
Y17G9A.6	189463
T28F3.5	178510
K11H12.4	176894
ZK896.8	178237
H21P03.3	178072
Y62E10A.20	4363066
F17E9.16	13197020
Y46C8AL.8	189948
T14A8.2	188490
F47C12.1	177156
F47C12.1	185914
D2024.4	183949
W03G1.6	176877
R09H10.4	177951
K08E7.9	178215
W03G1.7	176879
ZK593.5	177987
Y54G2A.33	177067
C01B10.8	177431
Y105C5B.18	178449
R09E10.5	187743
Y73F8A.5	178425
T23F6.1	178227
T06C10.3	188160
ZC416.4	191169
C43F9.4	183414
C07G1.5	177617
ZK795.4	3565852
F58D2.2	178270
C49C8.3	183601
Y45F10B.10	178326
W09G12.1	176938
C34D4.14	177486
T05E11.1	178012
K08C7.1	177953
H25K10.1	186777
C52D10.12	178499
F49C12.15	177759
4R79.1	181796
C27D8.4	178223
W01B6.9	177873
W02A2.6	178295
C44B12.3	183436
Y40C5A.2	177506
T19E7.1	177344
F47C12.8	185920
R13A1.8	187853
H25K10.4	186780
H02I12.8	178065
C27B7.6	182956
F55G11.10	186342
D2096.3	177632
Y37E11B.2	189624
Y73F8A.23	190683
K06B9.5	187062
W03D2.4	177161
C42D4.13	183405
F28D1.7	178188
R10H10.7	177932
C46C2.3	183502
Y94H6A.1	190799
K09B3.1	187188
F37C4.1	185417
C32H11.9	183133
C32H11.9	183134
Y45F10C.6	3565462
C53D6.2	177719
Y116A8C.43	191009
F58B3.2	186491
E03H12.1	192020
ZK809.4	178097
Y38H8A.7	3565211
C09G4.1	177660
Y17G9B.3	189467
C01C7.1	178218
C29E6.4	183003
C42D4.6	191765
Y59E9AL.5	190417
C34H4.4	176961
F32E10.7	NA
R08C7.7	192025
C01F6.1	3565393
