ensembl_gene_id	entrezgene
Y41E3.216	NA
Y67A10A.77	NA
Y37E11AL.13	NA
Y57G11A.148	NA
Y57G11C.584	NA
H04M03.68	NA
Y73F8A.366	NA
Y37A1B.86	NA
Y105C5A.70	NA
ZK550.32	NA
Y64G10A.174	NA
C49A9.27	NA
T05C7.3	NA
Y64G10A.108	NA
T28H11.26	NA
Y57G11C.520	NA
H09I01.3	NA
Y41E3.190	NA
Y116A8A.39	NA
Y57G11C.752	NA
Y105C5A.1215	NA
B0547.25	NA
Y51H4A.828	NA
H25K10.50	NA
AC7.17	NA
Y67A10A.326	NA
Y57G11C.1077	NA
ZK381.25	NA
W03F8.49	NA
F13G11.33	NA
C06A6.10	NA
Y57G11C.444	NA
Y105C5B.214	NA
Y67A10A.29	NA
F13G11.8	NA
Y105C5A.1081	NA
Y116A8C.165	NA
C24F3.7	NA
Y57G11A.48	NA
T27E7.36	NA
F55B11.35	NA
Y116A8A.32	NA
Y45F10D.31	NA
C27H2.24	NA
R05G6.19	NA
T06A10.6	NA
Y57G11C.307	NA
Y57G11A.90	NA
Y105C5A.877	NA
Y51H4A.446	NA
C33H5.20	NA
H32C10.9	NA
Y73F8A.427	NA
Y9C9A.98	NA
F42C5.13	NA
K01A6.16	NA
Y67A10A.313	NA
Y57G11C.511	NA
C24D10.34	NA
C39H7.10	NA
Y51H4A.672	NA
Y57G11B.119	NA
Y40H7A.17	NA
Y57G11B.37	NA
Y73B6BR.14	NA
C52D10.75	NA
Y73F8A.1120	NA
Y116A8B.76	NA
C30H6.17	NA
F58H7.10	NA
ZK550.25	NA
Y37A1B.59	NA
Y116A8C.58	NA
Y73B6BL.138	NA
B0273.36	NA
C55C3.64	NA
Y45F10D.70	NA
Y105C5A.716	NA
F36H12.53	NA
Y57G11B.106	NA
F52B11.78	NA
R05A10.63	NA
C08F11.99	NA
Y37A1A.111	NA
Y116A8B.45	NA
Y57G11A.27	NA
Y57G11C.1004	NA
Y105C5A.766	NA
C35D6.50	NA
Y64G10A.162	NA
Y64G10A.182	NA
Y51H4A.272	NA
Y67A10A.40	NA
Y116A8C.278	NA
B0350.13	NA
Y105C5A.641	NA
C11D2.63	NA
Y105C5A.699	NA
H25K10.8	NA
Y51H4A.896	NA
Y105C5B.819	NA
Y45F10B.49	NA
Y57G11C.371	NA
AC7.57	NA
K08B4.26	NA
AC7.27	NA
Y105C5B.1236	NA
Y116A8C.354	NA
Y105C5A.1118	NA
Y73F8A.181	NA
F56F12.7	NA
ZK381.34	NA
F08G5.21	NA
Y40H7A.60	NA
Y73F8A.987	NA
Y41E3.273	NA
C02B10.27	NA
Y67A10A.332	NA
F26D12.61	NA
Y57G11B.101	NA
Y73F8A.980	NA
F23B2.22	NA
ZK616.43	NA
Y105C5A.307	NA
LLC1.91	NA
Y105C5B.1084	NA
T23A7.1	NA
Y51H4A.591	NA
Y73F8A.700	NA
Y64G10A.273	NA
C08F11.78	NA
Y57G11C.252	NA
Y40H7A.179	NA
Y57G11C.150	NA
Y105C5A.324	NA
Y105C5B.1101	NA
Y73F8A.306	NA
Y73F8A.1012	NA
Y105C5B.1020	NA
Y105C5A.225	NA
Y105C5B.876	NA
Y105C5B.724	NA
Y51H4A.842	NA
Y67A10A.165	NA
Y57G11C.939	NA
F13E9.18	NA
C11D2.74	NA
Y43D4A.128	NA
F13G11.42	NA
Y105C5A.1126	NA
Y73B6BL.281	NA
Y116A8B.18	NA
F56F12.29	NA
Y57G11B.57	NA
Y41E3.65	NA
Y116A8C.162	NA
F25H8.20	NA
F52B11.84	NA
K02D7.8	NA
M04B2.13	NA
Y105C5A.54	NA
B0273.19	NA
Y43D4A.116	NA
AC7.32	NA
Y57G11A.125	NA
Y105C5A.1222	NA
LLC1.20	NA
Y57G11C.240	NA
Y73F8A.67	NA
Y105C5B.886	NA
Y57G11C.1014	NA
Y51H4A.475	NA
Y10G11A.75	NA
F02H6.13	NA
R05A10.114	NA
Y38C1BA.5	NA
Y64G10A.67	NA
Y42H9AR.6	NA
Y64G10A.119	NA
Y105C5B.1248	NA
Y116A8A.101	NA
Y105C5B.108	NA
Y57G11B.135	NA
Y73F8A.409	NA
C31H1.43	NA
T13A10.53	NA
Y105C5B.798	NA
Y73F8A.747	NA
M199.97	NA
Y105C5A.1245	NA
Y37A1B.143	NA
ZK180.18	NA
Y51H4A.821	NA
Y43D4A.97	NA
C46G7.49	NA
F13G11.112	NA
Y51H4A.649	NA
K08B4.23	NA
F35G2.13	NA
VY10G11R.9	NA
C46G7.24	NA
C27H2.81	NA
Y51H4A.95	NA
H04M03.25	NA
H32C10.14	NA
ZK593.13	NA
Y57G11A.54	NA
Y57G11C.568	NA
Y46C8AL.10	NA
C24D10.32	NA
F13G11.86	NA
Y105C5B.1029	NA
C06A6.9	NA
Y51H4A.781	NA
C55C3.69	NA
F41H10.22	NA
Y105C5A.86	NA
Y116A8B.64	NA
Y57G11A.204	NA
F44E8.20	NA
C06E7.11	NA
Y73F8A.398	NA
Y105C5B.115	NA
Y7A9A.28	NA
Y73F8A.156	NA
C44B12.10	NA
Y73F8A.1004	NA
F52B11.97	NA
Y57G11C.1080	NA
T23G4.25	NA
B0350.61	NA
Y57G11A.66	NA
Y57G11A.141	NA
Y73F8A.270	NA
Y40H7A.94	NA
Y105C5B.118	NA
C39H7.19	NA
Y116A8C.170	NA
F11E6.21	NA
C10G6.45	NA
Y105C5B.995	NA
C08F11.30	NA
C46G7.68	NA
Y105C5B.1103	NA
Y57G11C.89	NA
Y59E9AL.24	NA
Y77E11A.19	NA
Y57G11C.591	NA
Y105C5B.259	NA
Y51H4A.401	NA
Y57G11C.326	NA
Y73F8A.48	NA
C09B9.69	NA
Y57G11C.171	NA
Y10G11A.42	NA
Y73F8A.221	NA
F55B11.88	NA
VY10G11R.58	NA
Y51H4A.377	NA
Y37A1B.279	NA
Y73F8A.735	NA
T27E7.40	NA
F13G11.99	NA
Y105C5A.246	NA
Y7A9A.47	NA
Y41E3.364	NA
F13G11.50	NA
Y40H7A.167	NA
Y51H4A.642	NA
Y105C5A.448	NA
Y105C5A.361	NA
Y105C5B.1112	NA
Y116A8C.413	NA
Y51H4A.807	NA
Y73F8A.657	NA
Y105C5A.634	NA
Y105C5B.378	NA
Y105C5B.288	NA
ZK381.57	NA
Y51H4A.489	NA
Y105C5B.144	NA
H04M03.49	NA
Y64G10A.212	NA
Y40H7A.121	NA
C33A12.23	NA
H32C10.21	NA
Y105C5A.1190	NA
Y51H4A.490	NA
Y57G11B.217	NA
Y40C5A.6	NA
Y57G11C.246	NA
F55B11.47	NA
Y41D4B.31	NA
Y51H4A.744	NA
Y57G11C.1059	NA
Y51H4A.236	NA
Y73F8A.694	NA
Y105C5B.1128	NA
Y51H4A.310	NA
Y51H4A.766	NA
Y64G10A.302	NA
H08M01.32	NA
F58F6.8	NA
Y105C5B.680	NA
Y73F8A.84	NA
Y105C5A.739	NA
Y105C5A.709	NA
AC7.61	NA
Y9C9A.25	NA
C11D2.70	NA
C24D10.25	NA
Y73F8A.557	NA
Y105C5A.257	NA
F35D6.16	NA
Y105C5B.1235	NA
T23G4.40	NA
Y73F8A.742	NA
T06A10.96	NA
Y73B6BL.55	NA
Y105C5B.1170	NA
F26D12.73	NA
Y73F8A.871	NA
C43G2.12	NA
Y17G9A.17	NA
Y38H8A.11	NA
Y105C5B.1315	NA
Y105C5A.1090	NA
Y73F8A.545	NA
Y64G10A.296	NA
C46G7.72	NA
Y73F8A.144	NA
F38C2.54	NA
C08G9.8	NA
Y105C5B.314	NA
T06A10.70	NA
B0273.110	NA
Y57G11B.72	NA
H16O14.26	NA
Y57G11C.76	NA
C08F11.80	NA
Y105C5A.60	NA
C47E12.15	NA
H32C10.68	NA
Y7A9A.74	NA
Y10G11A.81	NA
VY10G11R.38	NA
C01B10.14	NA
F35G2.7	NA
Y51H4A.223	NA
Y105C5A.385	NA
R05A10.42	NA
Y73F8A.687	NA
Y43D4A.52	NA
B0001.9	NA
Y64G10A.87	NA
Y73B6BL.90	NA
Y105C5A.926	NA
T19E7.16	NA
C02B10.36	NA
C10C6.10	NA
Y105C5A.520	NA
M03D4.10	NA
Y73F8A.1085	NA
Y105C5A.995	NA
Y116A8C.312	NA
F38C2.79	NA
Y57G11C.586	NA
Y105C5A.607	NA
Y116A8C.196	NA
Y105C5B.518	NA
F25H8.15	NA
Y105C5B.1389	NA
Y105C5A.185	NA
Y116A8C.268	NA
Y45F10D.106	NA
Y73F8A.148	NA
Y37A1A.68	NA
Y73F8A.711	NA
C09G12.19	NA
Y73F8A.60	NA
Y51H4A.601	NA
C18F3.9	NA
Y105C5B.1380	NA
H16O14.42	NA
Y105C5B.690	NA
Y105C5B.383	NA
Y73F8A.753	NA
Y43D4A.27	NA
Y105C5A.525	NA
Y116A8C.319	NA
Y57G11B.222	NA
Y40H7A.197	NA
C31H1.64	NA
Y73F8A.725	NA
K02B2.37	NA
T23G4.52	NA
Y105C5B.1052	NA
R13H7.4	NA
Y116A8C.403	NA
Y64G10A.318	NA
Y73F8A.967	NA
Y51H4A.424	NA
C39H7.46	NA
H12I19.113	NA
F26D12.71	NA
Y73F8A.936	NA
Y67A10A.290	NA
Y105C5B.755	NA
Y105C5A.340	NA
C07G1.11	NA
F26D12.101	NA
F33D4.10	NA
Y73F8A.251	NA
Y67A10A.120	NA
C11D2.24	NA
Y37E11B.14	NA
F26D12.49	NA
T06A10.50	NA
Y37A1B.162	NA
Y73F8A.419	NA
Y57G11C.680	NA
Y51H4A.168	NA
H34C03.19	NA
Y73F8A.465	NA
Y105C5B.1343	NA
C46C2.12	NA
F52D4.10	NA
B0513.47	NA
Y40H7A.54	NA
Y105C5B.1212	NA
Y105C5A.580	NA
Y7A9D.17	NA
Y57G11C.626	NA
B0478.17	NA
Y57G11C.756	NA
F44E8.17	NA
Y41E3.228	NA
Y40H7A.285	NA
C52D10.31	NA
B0350.59	NA
Y105C5A.672	NA
Y51H4A.362	NA
C02B10.66	NA
Y57G11B.34	NA
Y37A1B.324	NA
Y73F8A.260	NA
H16O14.64	NA
Y51H4A.589	NA
F52B11.31	NA
C11D2.41	NA
Y43D4A.107	NA
F28E10.10	NA
Y41E3.223	NA
Y57G11A.153	NA
Y105C5A.573	NA
F44E8.25	NA
C11D2.75	NA
Y105C5A.1015	NA
Y73F8A.574	NA
Y73B6BL.203	NA
T23G4.57	NA
C06A12.17	NA
Y41E3.438	NA
Y4C6B.67	NA
H08M21.2	NA
Y59H11AR.9	NA
Y73F8A.720	NA
Y105C5A.1099	NA
F23B2.18	NA
Y51H4A.102	NA
C09B9.47	NA
Y51H4A.933	NA
Y41E3.168	NA
Y73F8A.826	NA
C35D6.26	NA
Y37A1A.35	NA
AC7.42	NA
K01G12.8	NA
Y105C5A.44	NA
K07H8.14	NA
Y51H4A.577	NA
Y57G11A.105	NA
Y41E3.146	NA
C35D6.113	NA
Y43D4A.121	NA
H34C03.3	NA
Y116A8C.250	NA
Y40H7A.299	NA
Y37A1B.232	NA
Y51H4A.304	NA
C52D10.68	NA
Y73F8A.1023	NA
Y67A10A.102	NA
Y41E3.144	NA
Y105C5B.629	NA
Y116A8C.257	NA
H16O14.34	NA
F52B11.90	NA
F55B11.57	NA
Y73F8A.962	NA
Y4C6B.39	NA
C48D1.11	NA
Y57G11A.32	NA
Y105C5B.49	NA
Y105C5A.1100	NA
ZK616.50	NA
Y73B6BL.235	NA
Y105C5A.781	NA
Y105C5A.69	NA
Y105C5A.937	NA
Y73F8A.906	NA
Y59E9AL.34	NA
B0273.85	NA
Y51H4A.144	NA
C43G2.30	NA
Y51H4A.638	NA
Y51H4A.291	NA
B0273.43	NA
Y37A1B.177	NA
Y57G11B.61	NA
Y51H4A.115	NA
C52D10.70	NA
Y51H4A.582	NA
Y116A8C.302	NA
Y67A10A.70	NA
T06A10.93	NA
Y57G11C.955	NA
Y7A9D.26	NA
Y67A10A.139	NA
Y40H7A.263	NA
Y73F8A.505	NA
B0273.28	NA
F28F9.15	NA
F26D12.37	NA
Y17G9A.76	NA
B0513.30	NA
Y105C5B.954	NA
C39H7.39	NA
Y105C5A.250	NA
F36H1.16	NA
F13G11.18	NA
Y57G11C.700	NA
C31H1.57	NA
Y73F8A.324	NA
Y67A10A.299	NA
Y57G11C.970	NA
Y64G10A.356	NA
Y37A1A.135	NA
Y73B6BL.246	NA
C35D6.15	NA
Y116A8A.52	NA
Y51H4A.180	NA
W03F8.20	NA
Y116A8C.181	NA
F13G11.94	NA
Y57G11C.1125	NA
ZK616.18	NA
H08M01.105	NA
T27E7.64	NA
Y73F8A.334	NA
Y57G11C.1019	NA
F52B11.64	NA
Y40H7A.45	NA
Y51H4A.435	NA
F26D12.58	NA
F13G11.131	NA
Y45F10D.38	NA
Y73F8A.52	NA
Y73F8A.107	NA
ZC477.12	NA
Y4C6B.12	NA
Y116A8C.374	NA
Y105C5B.400	NA
C06E7.22	NA
Y105C5A.1117	NA
ZK550.39	NA
Y40H7A.75	NA
C10G6.48	NA
Y57G11C.714	NA
Y10G11A.60	NA
Y57G11C.900	NA
F36H12.58	NA
Y57G11A.196	NA
Y4C6B.40	NA
T12E12.39	NA
H08M01.67	NA
H12I19.35	NA
Y105C5B.1292	NA
Y41E3.381	NA
B0547.15	NA
Y105C5A.895	NA
T06A10.15	NA
F02H6.32	NA
Y105C5A.409	NA
Y73B6BL.103	NA
Y51H4A.732	NA
K08B4.33	NA
F29B9.13	NA
Y105C5A.159	NA
Y57G11C.509	NA
Y105C5A.285	NA
Y116A8C.215	NA
Y73B6BL.174	NA
Y116A8B.25	NA
Y41E3.103	NA
Y105C5A.163	NA
Y67A10A.97	NA
F26D10.22	NA
Y57G11C.821	NA
LLC1.84	NA
Y57G11C.802	NA
W03F8.45	NA
C45E5.46	NA
K01A6.20	NA
Y73F8A.530	NA
Y57G11B.92	NA
Y105C5A.151	NA
Y73F8A.784	NA
Y51H4A.650	NA
Y7A9A.42	NA
F52G2.8	NA
Y51H4A.466	NA
Y116A8C.97	NA
Y40H7A.186	NA
Y51H4A.692	NA
Y57G11C.806	NA
Y73B6BL.106	NA
F20B10.10	NA
T06A10.23	NA
B0273.106	NA
C09B9.29	NA
R05A10.91	NA
Y73F8A.376	NA
Y51H4A.205	NA
Y105C5A.1074	NA
Y9C9A.91	NA
H32C10.84	NA
B0478.9	NA
C27H2.45	NA
ZC477.16	NA
Y105C5B.536	NA
K02B2.13	NA
T05A1.13	NA
Y73B6BL.97	NA
Y57G11C.601	NA
C06E7.61	NA
Y105C5B.934	NA
Y40H7A.242	NA
Y40H7A.275	NA
ZK596.5	NA
C45E5.36	NA
Y105C5A.204	NA
Y105C5A.538	NA
Y73B6BL.129	NA
K04D7.15	NA
B0001.10	NA
Y105C5A.555	NA
F01G4.7	NA
Y57G11A.180	NA
Y64G10A.143	NA
Y105C5A.639	NA
Y64G10A.332	NA
C06E7.85	NA
F26D12.10	NA
Y37A1B.183	NA
Y105C5A.788	NA
Y105C5B.770	NA
Y51H4A.570	NA
Y41E3.317	NA
C55C3.45	NA
Y73B6A.11	NA
Y116A8C.77	NA
Y105C5B.851	NA
F41H10.30	NA
F26D12.42	NA
H12I19.10	NA
Y73B6BL.250	NA
Y116A8A.133	NA
F44E8.5	NA
M03D4.42	NA
Y105C5B.703	NA
Y64G10A.25	NA
Y73F8A.976	NA
Y116A8A.143	NA
Y57G11B.210	NA
R105.3	NA
C27H2.98	NA
Y64G10A.251	NA
Y73F8A.1158	NA
H12I19.17	NA
Y116A8C.128	NA
Y116A8A.126	NA
VY10G11R.69	NA
Y37A1A.118	NA
Y67A10A.249	NA
Y41E3.118	NA
Y105C5A.209	NA
Y73B6BL.257	NA
Y64G10A.54	NA
Y105C5B.68	NA
C02B10.17	NA
Y57G11B.79	NA
Y57G11C.156	NA
Y9C9A.30	NA
Y105C5A.651	NA
F38C2.35	NA
Y57G11C.546	NA
Y105C5A.316	NA
Y40H7A.23	NA
Y51H4A.408	NA
B0273.73	NA
C46G7.86	NA
C46G7.110	NA
LLC1.98	NA
H08M01.117	NA
F02H6.30	NA
Y105C5A.669	NA
C52D10.59	NA
K09E10.5	NA
Y40H7A.156	NA
Y43D4A.41	NA
Y51H4A.342	NA
Y73F8A.804	NA
T27E7.16	NA
Y73F8A.647	NA
LLC1.18	NA
Y57G11B.88	NA
Y73F8A.620	NA
Y73F8A.865	NA
Y105C5B.182	NA
C46A5.13	NA
Y73F8A.278	NA
Y105C5A.727	NA
Y105C5A.746	NA
Y57G11C.416	NA
M03D4.28	NA
Y4C6A.66	NA
C55C3.68	NA
C05C12.8	NA
Y57G11C.1068	NA
Y37A1B.131	NA
Y57G11C.502	NA
Y67A10A.84	NA
Y51H4A.84	NA
F13G11.144	NA
Y116A8C.140	NA
Y69A2AR.34	NA
Y7A9D.21	NA
C27H2.63	NA
Y105C5A.603	NA
Y73F8A.206	NA
Y105C5A.592	NA
H08M01.60	NA
Y116A8C.440	NA
Y73F8A.896	NA
Y73B6BL.99	NA
Y116A8C.65	NA
Y67A10A.244	NA
Y51H4A.702	NA
Y41E3.354	NA
Y41E3.35	NA
Y105C5A.336	NA
Y64G10A.236	NA
Y57G11C.487	NA
Y73F8A.801	NA
Y105C5A.413	NA
F02H6.60	NA
Y67A10A.67	NA
F38A5.20	NA
Y37A1A.15	NA
Y73F8A.497	NA
Y4C6B.14	NA
Y105C5A.1068	NA
C46G7.61	NA
Y73F8A.640	NA
B0350.71	NA
Y51H4A.924	NA
Y105C5B.379	NA
Y57G11C.635	NA
M01H9.7	NA
F26D12.19	NA
M199.58	NA
Y43D4A.31	NA
Y51H4A.166	NA
Y7A9D.42	NA
Y64G10A.344	NA
Y37A1A.22	NA
Y45F10C.18	NA
Y41E3.371	NA
F55B11.114	NA
Y73F8A.595	NA
K02B2.32	NA
C01G5.23	NA
LLC1.101	NA
Y40H7A.112	NA
Y116A8C.449	NA
Y57G11C.352	NA
Y43E12A.4	NA
Y105C5B.1369	NA
B0350.52	NA
Y57G11C.147	NA
B0513.75	NA
H32C10.33	NA
T12E12.21	NA
H04M03.46	NA
Y51H4A.331	NA
Y51H4A.559	NA
Y37A1B.118	NA
Y57G11C.640	NA
B0273.55	NA
Y45F10D.88	NA
T23G4.101	NA
Y105C5A.865	NA
T06A10.21	NA
F02H6.51	NA
T27E7.26	NA
Y116A8A.30	NA
H04M03.18	NA
Y105C5A.67	NA
Y105C5B.1271	NA
T13A10.20	NA
T02D1.10	NA
Y10G11A.28	NA
Y105C5A.752	NA
Y67A10A.209	NA
Y105C5B.1195	NA
Y37A1B.31	NA
Y105C5B.1372	NA
Y105C5B.710	NA
Y73F8A.72	NA
Y57G11B.199	NA
H35B03.3	NA
K08E4.9	NA
Y57G11C.452	NA
Y105C5B.875	NA
Y105C5A.455	NA
Y105C5B.487	NA
Y105C5B.1017	NA
Y7A9A.54	NA
H08M01.69	NA
Y37A1B.146	NA
C09B9.31	NA
Y57G11A.103	NA
H04M03.64	NA
M199.115	NA
Y105C5B.1144	NA
Y43D4A.18	NA
Y73F8A.164	NA
T08B6.44	NA
F55B11.64	NA
Y105C5B.303	NA
Y40H7A.166	NA
Y105C5B.436	NA
C27H2.102	NA
F38E11.25	NA
Y57G11C.772	NA
Y51H4A.245	NA
F55B11.22	NA
Y105C5A.466	NA
Y105C5A.478	NA
M199.86	NA
F08G5.10	NA
Y51H4A.437	NA
Y73B6BL.152	NA
Y9C9A.62	NA
Y105C5B.661	NA
Y73F8A.1151	NA
Y105C5B.254	NA
Y64G10A.121	NA
Y57G11B.24	NA
Y9C9A.65	NA
Y67A10A.340	NA
Y57G11C.275	NA
Y57G11C.1031	NA
C35B1.10	NA
F44E8.7	NA
T06A10.59	NA
Y57G11B.117	NA
F55A8.5	NA
Y51H4A.316	NA
Y64G10A.285	NA
R05A10.27	NA
Y73F8A.671	NA
H25K10.39	NA
C02F4.10	NA
Y41E3.122	NA
F32B6.12	NA
Y57G11C.1052	NA
Y43D4A.122	NA
Y9C9A.86	NA
Y45F10D.58	NA
Y40H7A.91	NA
B0273.93	NA
H16O14.9	NA
F36H12.43	NA
ZK381.47	NA
Y64G10A.339	NA
Y105C5B.1281	NA
Y116A8C.393	NA
Y57G11A.174	NA
Y40H7A.266	NA
Y57G11A.215	NA
Y57G11C.233	NA
ZK616.52	NA
C17H12.20	NA
Y51H4A.151	NA
Y105C5A.376	NA
H08M01.58	NA
Y57G11C.306	NA
Y43D4A.145	NA
T13A10.19	NA
Y57G11C.95	NA
Y105C5B.742	NA
Y57G11C.113	NA
Y73F8A.467	NA
F52B11.33	NA
Y57G11B.42	NA
Y105C5B.1326	NA
ZK381.14	NA
Y116A8A.41	NA
Y51H4A.107	NA
H12I19.27	NA
F57H12.10	NA
Y37A1B.150	NA
T12E12.17	NA
H25K10.122	NA
Y51H4A.751	NA
Y57G11C.370	NA
R05A10.97	NA
Y57G11C.1088	NA
Y57G11C.257	NA
Y105C5B.431	NA
VY10G11R.14	NA
Y105C5B.587	NA
F55B11.10	NA
Y105C5B.363	NA
H25K10.49	NA
Y51H4A.724	NA
Y105C5B.538	NA
Y51H4A.714	NA
T13A10.51	NA
R05A10.84	NA
Y105C5B.1261	NA
C52D10.97	NA
H25K10.63	NA
Y57G11C.349	NA
Y105C5B.299	NA
F54D1.13	NA
F56F12.12	NA
Y105C5B.1177	NA
Y73B6BR.21	NA
Y37A1A.66	NA
C45E5.26	NA
Y116A8A.116	NA
Y37A1B.129	NA
Y116A8C.401	NA
Y17G9A.41	NA
T13A10.43	NA
Y105C5A.105	NA
Y105C5A.587	NA
Y105C5B.61	NA
R10H10.8	NA
Y40H7A.254	NA
B0350.25	NA
C35D6.43	NA
Y105C5B.1034	NA
Y51H4A.911	NA
H01M01.6	NA
C47A4.8	NA
T07G12.15	NA
F26D12.88	NA
Y73B6BL.193	NA
Y105C5A.801	NA
Y17G9A.65	NA
C47A4.89	NA
F52D4.1	NA
Y37A1B.322	NA
Y116A8C.436	NA
Y9C9A.102	NA
Y37A1A.96	NA
Y57G11C.367	NA
C47A4.28	NA
F55B11.107	NA
Y73F8A.298	NA
C46G7.101	NA
Y105C5A.427	NA
B0273.104	NA
Y116A8C.119	NA
Y64G10A.203	NA
Y105C5A.135	NA
Y73F8A.839	NA
Y37A1B.243	NA
Y105C5B.1066	NA
T23G4.123	NA
Y37A1B.26	NA
Y64G10A.198	NA
H12I19.87	NA
Y54G2A.58	NA
H35B03.16	NA
Y105C5B.926	NA
Y116A8A.55	NA
H12I19.20	NA
Y57G11C.469	NA
Y105C5A.283	NA
H08M01.21	NA
Y73F8A.124	NA
Y73F8A.603	NA
H12I19.55	NA
LLC1.22	NA
Y105C5A.560	NA
Y105C5B.555	NA
Y37A1A.56	NA
Y73F8A.1108	NA
Y73F8A.192	NA
Y105C5B.577	NA
Y51H4A.883	NA
Y105C5B.895	NA
B0273.68	NA
F36H12.48	NA
Y105C5A.147	NA
Y37A1B.301	NA
C47A4.84	NA
Y45F10D.93	NA
T13A10.36	NA
Y37A1B.306	NA
C46G7.93	NA
C47A4.17	NA
Y57G11C.977	NA
C47A4.33	NA
C08F11.43	NA
B0350.80	NA
Y51H4A.894	NA
Y4C6A.51	NA
Y62E10A.22	NA
Y57G11C.835	NA
C52D10.29	NA
Y57G11C.962	NA
Y105C5A.46	NA
Y57G11C.856	NA
Y105C5A.941	NA
Y51H4A.572	NA
Y105C5A.237	NA
Y116A8C.223	NA
F26D12.44	NA
F55B11.43	NA
C10G6.22	NA
Y57G11C.244	NA
Y105C5B.273	NA
T13A10.38	NA
Y40C5A.18	NA
Y41E3.393	NA
W03F8.64	NA
Y105C5B.429	NA
Y45F10C.8	NA
Y37A1B.52	NA
Y57G11C.736	NA
Y17G9A.56	NA
B0350.21	NA
ZK897.5	NA
T06A10.31	NA
T23G4.28	NA
Y57G11C.799	NA
Y73F8A.921	NA
C46G7.51	NA
Y73B6BL.224	NA
Y105C5A.178	NA
C35D6.79	NA
H35B03.11	NA
Y73F8A.514	NA
Y105C5B.730	NA
C24D10.19	NA
Y116A8C.92	NA
F02H6.26	NA
Y73B6BR.27	NA
Y73F8A.1118	NA
Y37A1B.113	NA
M199.39	NA
Y57G11C.138	NA
Y73F8A.227	NA
C47A4.72	NA
Y105C5A.919	NA
T19E7.18	NA
Y105C5B.749	NA
Y105C5B.1308	NA
Y57G11C.838	NA
Y105C5B.949	NA
Y116A8B.40	NA
ZK616.28	NA
Y105C5B.239	NA
Y73B6BL.261	NA
T23G4.45	NA
Y105C5A.468	NA
C35D6.71	NA
C17H12.31	NA
B0273.79	NA
B0513.29	NA
C47A4.79	NA
Y45F10B.54	NA
Y42H9B.10	NA
Y73F8A.1169	NA
Y105C5B.285	NA
Y51H4A.618	NA
Y116A8C.255	NA
Y57G11A.111	NA
Y67D8B.6	NA
Y105C5B.852	NA
Y105C5A.1265	NA
T13H10.15	NA
Y105C5B.689	NA
Y45F10B.55	NA
Y40H7A.203	NA
Y73F8A.919	NA
F20D12.9	NA
Y73F8A.894	NA
Y105C5B.983	NA
Y37A1B.313	NA
Y105C5A.191	NA
B0513.62	NA
Y67A10A.276	NA
H25K10.36	NA
K04D7.9	NA
Y51H4A.429	NA
Y116A8C.287	NA
Y73F8A.938	NA
Y105C5B.1104	NA
Y105C5A.140	NA
Y73F8A.492	NA
C08F11.62	NA
Y116A8C.280	NA
H12I19.73	NA
C31H1.85	NA
Y116A8C.325	NA
Y105C5A.244	NA
Y105C5B.446	NA
C10G6.31	NA
Y57G11C.884	NA
Y105C5A.302	NA
Y105C5B.634	NA
Y57G11C.893	NA
B0212.7	NA
Y105C5B.1317	NA
Y105C5A.1026	NA
Y64G10A.158	NA
C52D10.22	NA
Y105C5B.337	NA
C35D6.89	NA
C24D10.22	NA
Y45F10D.67	NA
Y7A9D.56	NA
Y116A8C.81	NA
T23G4.10	NA
Y38F2AR.16	NA
R05A10.31	NA
C43G2.21	NA
Y73F8A.680	NA
Y41D4B.35	NA
B0273.35	NA
Y37A1A.104	NA
Y73F8A.778	NA
Y105C5A.1042	NA
Y105C5B.243	NA
Y41E3.432	NA
W03B1.10	NA
H06H21.32	NA
Y41E3.226	NA
Y51H4A.514	NA
Y51H4A.839	NA
Y57G11C.764	NA
Y57G11C.691	NA
R05A10.53	NA
C10G6.8	NA
Y51H4A.580	NA
Y57G11B.184	NA
Y64G10A.311	NA
Y57G11C.360	NA
Y73F8A.111	NA
Y51H4A.189	NA
Y116A8A.66	NA
Y105C5A.1050	NA
B0513.15	NA
R05A10.11	NA
H25K10.140	NA
VY10G11R.45	NA
C52D10.46	NA
LLC1.104	NA
B0350.85	NA
Y105C5A.912	NA
Y105C5B.531	NA
B0350.78	NA
Y105C5A.889	NA
Y105C5B.411	NA
R05A10.44	NA
C47A4.54	NA
C02B10.56	NA
C35D6.107	NA
Y73F8A.1087	NA
Y116A8C.212	NA
C02B10.46	NA
K01G12.16	NA
Y57G11C.121	NA
ZK616.30	NA
Y37A1A.102	NA
Y57G11C.268	NA
Y105C5A.481	NA
Y7A9D.15	NA
T06A10.52	NA
Y73F8A.131	NA
Y4C6B.85	NA
C52D10.101	NA
Y73F8A.247	NA
Y105C5A.1213	NA
Y40H7A.100	NA
Y105C5A.906	NA
Y57G11B.129	NA
Y73F8A.387	NA
Y57G11C.203	NA
Y51H4A.699	NA
Y37A1B.293	NA
Y7A9A.61	NA
Y105C5B.154	NA
F58G6.10	NA
C09B9.58	NA
F38C2.63	NA
Y105C5B.857	NA
Y105C5B.47	NA
H25K10.16	NA
Y105C5B.330	NA
Y40H7A.31	NA
T06A10.17	NA
F26D12.9	NA
C45E5.9	NA
Y105C5B.1404	NA
Y40C5A.20	NA
Y51H4A.46	NA
Y4C6B.44	NA
